state,cx,cy,area,width,height,aspectratio,extent,solidity,normangle
q,1088,410,1.0384615384615383,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7495495495495497,0.9838391801340164,0.3708370208740234
q,3167,1717,1.0388775887573969,1.2692307692307694,1.0673076923076923,1.1891891891891893,0.7668918918918919,0.9761532447224396,0.3899907430013021
q,2795,204,1.0392936390532546,1.2980769230769231,1.0384615384615383,1.25,0.7709876543209876,0.97578125,0.3843859778510199
q,563,2769,1.039709689349113,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7504504504504507,0.981925343811395,0.3707370334201388
q,449,2424,1.039709689349113,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7504504504504507,0.9803844644958808,0.3667777591281467
q,1541,2735,1.0401257396449706,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7507507507507508,0.9784735812133072,0.3710360209147135
q,3797,1786,1.0401257396449706,1.2692307692307694,1.0673076923076923,1.1891891891891893,0.7678132678132678,0.9777082518576456,0.3858992682562934
q,811,2734,1.0405417899408285,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7510510510510511,0.9827111984282908,0.3726647271050347
q,1894,1786,1.0405417899408285,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7510510510510511,0.9803998431987456,0.3695610046386718
q,267,2390,1.0413738905325445,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7516516516516517,0.9823390894819466,0.3723555670844184
q,1968,2665,1.0417899408284026,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7519519519519521,0.9777430691136276,0.3714615715874566
q,3466,2735,1.0426220414201186,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7525525525525527,0.9796716184519156,0.3707283867730034
q,2872,2700,1.0426220414201186,1.2692307692307694,1.0673076923076923,1.1891891891891893,0.7696560196560197,0.9754768392370572,0.3848202599419488
q,1426,2390,1.0426220414201186,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7525525525525527,0.9728260869565218,0.3775020599365234
q,3365,410,1.0426220414201186,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7525525525525527,0.981974921630094,0.3731633928087022
q,2087,169,1.0430380917159765,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.752852852852853,0.9796795623290347,0.3731165568033854
q,1294,410,1.0451183431952664,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7543543543543545,0.9808668488871534,0.3721141815185547
q,690,2459,1.0467825443786984,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7555555555555558,0.9774669774669776,0.3726434071858724
q,3466,2838,1.0484467455621302,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7567567567567568,0.9752321981424148,0.3861071692572699
q,3787,995,1.0517751479289943,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.7591591591591593,0.9734308817866768,0.3929178025987413
q,2372,995,1.054271449704142,1.2980769230769231,1.0673076923076923,1.2162162162162162,0.760960960960961,0.9780007719027404,0.3728934817843967
q,1199,1999,1.0713295118343198,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7700358851674641,0.969868173258004,0.3366169611612956
q,2504,1999,1.0738258136094676,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7718301435406698,0.9713963116296574,0.3362130059136284
q,2201,1254,1.0738258136094676,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7718301435406698,0.9703007518796992,0.3319926367865668
q,1695,1254,1.0738258136094676,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7718301435406698,0.9703007518796992,0.3319926367865668
q,1426,2475,1.0750739644970415,1.2692307692307694,1.0673076923076923,1.1891891891891893,0.7936117936117936,0.9806451612903224,0.313332027859158
q,973,463,1.0767381656804735,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7739234449760766,0.9682005237560792,0.326163101196289
q,1997,463,1.0775702662721895,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7745215311004785,0.967862481315396,0.3289700402153863
q,2210,221,1.0779863165680474,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7748205741626794,0.969685628742515,0.3390835656060113
q,2824,1254,1.0813147189349115,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7772129186602871,0.9679702048417133,0.3309687720404731
q,3916,1254,1.0817307692307694,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.777511961722488,0.968342644320298,0.3342558119032118
q,2909,463,1.0825628698224854,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.77811004784689,0.9676459650427668,0.336987198723687
q,1444,463,1.0825628698224854,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.77811004784689,0.9676459650427668,0.3313883039686415
q,1785,2459,1.0838110207100593,1.2692307692307694,1.125,1.1282051282051284,0.759032634032634,0.983761329305136,0.334381463792589
q,3074,1012,1.0842270710059174,1.2980769230769231,1.0961538461538465,1.1842105263157894,0.7619883040935673,0.9680534918276374,0.3290006637573242
q,1425,2718,1.084643121301775,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7796052631578947,0.9684249628528976,0.3367386711968316
q,3631,411,1.0850591715976332,1.2692307692307694,1.125,1.1282051282051284,0.7599067599067598,0.9826676714393368,0.3429616928100586
q,3074,1254,1.085475221893491,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7802033492822966,0.9539305301645338,0.3614722781711154
q,1124,1046,1.085475221893491,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7802033492822966,0.9702491632577168,0.3266468048095703
q,1845,204,1.085475221893491,1.2692307692307694,1.125,1.1282051282051284,0.7601981351981352,0.9852719033232628,0.3341498268975152
q,2507,2459,1.0863073224852071,1.2692307692307694,1.125,1.1282051282051284,0.7607808857808858,0.9852830188679246,0.3384746975368923
q,2210,463,1.0863073224852071,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7808014354066986,0.9571114369501468,0.3579020182291667
q,1539,1982,1.0875554733727812,1.2692307692307694,1.125,1.1282051282051284,0.7616550116550116,0.9827067669172932,0.3456189473470052
q,1592,463,1.0888036242603552,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7825956937799042,0.9575557994877424,0.3543280707465278
q,2649,995,1.0896357248520712,1.2692307692307694,1.125,1.1282051282051284,0.7631118881118881,0.982370592648162,0.3406446880764431
q,3130,411,1.090051775147929,1.2980769230769231,1.125,1.153846153846154,0.7464387464387464,0.9794392523364484,0.3395353741115994
q,2372,1254,1.090883875739645,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7840909090909091,0.9541484716157204,0.3610385894775391
q,2856,2016,1.0912999260355032,1.2692307692307694,1.153846153846154,1.1,0.7451704545454546,0.982029202545863,0.3394819683498806
q,861,1374,1.0912999260355032,1.2692307692307694,1.125,1.1282051282051284,0.7642773892773893,0.9831334332833584,0.3431476593017578
q,282,1236,1.0912999260355032,1.2980769230769231,1.125,1.153846153846154,0.7472934472934474,0.9790966778648752,0.3424364301893446
q,1061,2838,1.0921320266272192,1.2692307692307694,1.125,1.1282051282051284,0.7648601398601399,0.9824101796407188,0.3402146021525065
q,1445,961,1.095460428994083,1.2692307692307694,1.125,1.1282051282051284,0.7671911421911422,0.97735708982925,0.365361319647895
q,444,255,1.096292529585799,1.2980769230769231,1.0961538461538465,1.1842105263157894,0.77046783625731,0.968038207200588,0.318947410583496
q,262,1947,1.097124630177515,1.2692307692307694,1.153846153846154,1.1,0.7491477272727273,0.9802973977695169,0.3382006539238824
q,2856,1786,1.097124630177515,1.2692307692307694,1.153846153846154,1.1,0.7491477272727273,0.9799331103678932,0.3426445219251844
q,2795,255,1.097124630177515,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7885765550239235,0.9773906597479616,0.3089808993869357
q,2193,2120,1.0979567307692308,1.2692307692307694,1.125,1.1282051282051284,0.7689393939393938,0.976683937823834,0.3676651848687066
q,889,1947,1.0979567307692308,1.2692307692307694,1.153846153846154,1.1,0.749715909090909,0.9806763285024156,0.3433072196112738
q,3788,1046,1.102949334319527,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7927631578947367,0.9789512555391432,0.3035335328843858
q,751,170,1.102949334319527,1.2692307692307694,1.125,1.1282051282051284,0.7724358974358974,0.9767870302137066,0.3685759650336371
q,3487,1786,1.1033653846153848,1.2692307692307694,1.153846153846154,1.1,0.7534090909090909,0.9757174392935982,0.3636802673339844
q,3200,2838,1.1046135355029587,1.2692307692307694,1.125,1.1282051282051284,0.7736013986013985,0.9761029411764708,0.374123297797309
q,3487,2016,1.1062777366863907,1.2692307692307694,1.153846153846154,1.1,0.7553977272727272,0.9772142594634324,0.3434697257147895
q,1890,186,1.1079419378698228,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7963516746411484,0.9697742170429716,0.275210338168674
q,3858,463,1.110022189349113,1.2980769230769231,1.0961538461538465,1.1842105263157894,0.7801169590643275,0.9776474899230488,0.301806026034885
q,3200,2718,1.1108542899408285,1.2692307692307694,1.125,1.1282051282051284,0.7779720279720279,0.9740970448741336,0.3000172509087456
q,2265,2338,1.1108542899408285,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.798444976076555,0.9677419354838708,0.2657046212090386
q,2695,978,1.1108542899408285,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.798444976076555,0.9680928208846992,0.2656087451510959
q,1253,978,1.1112703402366866,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7987440191387559,0.9684554024655548,0.2623745388454861
q,2309,187,1.1112703402366866,1.2980769230769231,1.0961538461538465,1.1842105263157894,0.7809941520467836,0.9611370996761426,0.2780462265014648
q,1786,2338,1.1116863905325445,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7990430622009569,0.9674149167270094,0.2665888680352105
q,541,978,1.1116863905325445,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7990430622009569,0.9688179840464104,0.2664661831325955
q,1199,2068,1.1121024408284026,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.799342105263158,0.9475363346331088,0.3035952885945638
q,690,2752,1.1129345414201186,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.7999401913875599,0.969554186299384,0.2711321724785698
q,3760,2459,1.1141826923076923,1.2980769230769231,1.153846153846154,1.125,0.7438888888888889,0.9724037763253448,0.3393103493584526
q,2193,1999,1.1145987426035504,1.2692307692307694,1.153846153846154,1.1,0.7610795454545454,0.966101694915254,0.3295481787787543
q,2508,2338,1.1166789940828403,1.2980769230769231,1.0961538461538465,1.1842105263157894,0.7847953216374268,0.9651204602660912,0.2530582427978515
q,2649,1391,1.1170950443786984,1.2692307692307694,1.125,1.1282051282051284,0.7823426573426574,0.9609878310665712,0.2842553668551975
q,1695,1322,1.1170950443786984,1.2692307692307694,1.125,1.1282051282051284,0.7823426573426574,0.9589285714285716,0.2694658491346571
q,1845,600,1.1170950443786984,1.2692307692307694,1.125,1.1282051282051284,0.7823426573426574,0.9599570968895244,0.2656791898939344
q,3189,978,1.1179271449704145,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.8035287081339714,0.9700361010830326,0.2628885904947917
q,559,187,1.1179271449704145,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.8035287081339714,0.9696860339227716,0.2533702214558919
q,2504,2068,1.1183431952662723,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.8038277511961722,0.9484827099506,0.3029200024074978
q,572,2068,1.1183431952662723,1.2692307692307694,1.0961538461538465,1.1578947368421053,0.8038277511961722,0.9484827099506,0.3029200024074978
q,1062,2718,1.1191752958579884,1.2692307692307694,1.125,1.1282051282051284,0.7837995337995338,0.961057520543051,0.3437829547458225
q,689,2821,1.1195913461538465,1.2980769230769231,1.0961538461538465,1.1842105263157894,0.7868421052631578,0.966594827586207,0.2691581726074218
q,973,532,1.1200073964497044,1.2692307692307694,1.125,1.1282051282051284,0.7843822843822844,0.9593727726300784,0.2782324473063151
q,266,2510,1.1204234467455625,1.2692307692307694,1.125,1.1282051282051284,0.7846736596736597,0.9704504504504504,0.2841585795084635
q,1444,1254,1.1216715976331362,1.2692307692307694,1.125,1.1282051282051284,0.7855477855477855,0.96011396011396,0.3478216807047526
q,861,1254,1.1233357988165682,1.2692307692307694,1.125,1.1282051282051284,0.7867132867132867,0.9601706970128024,0.34680970509847
q,3440,1254,1.126248150887574,1.2692307692307694,1.125,1.1282051282051284,0.7887529137529137,0.9561992228894384,0.3157008912828233
q,2511,463,1.12916050295858,1.2692307692307694,1.125,1.1282051282051284,0.7907925407925408,0.9593495934959352,0.3346337636311849
q,751,463,1.129992603550296,1.2692307692307694,1.125,1.1282051282051284,0.7913752913752914,0.9597173144876324,0.3391283459133572
q,3365,531,1.131656804733728,1.2692307692307694,1.125,1.1282051282051284,0.7925407925407925,0.9464161447459986,0.3057348039415147
q,2872,2855,1.132904955621302,1.2692307692307694,1.125,1.1282051282051284,0.7934149184149184,0.966974431818182,0.2524433771769205
q,3074,943,1.132904955621302,1.2692307692307694,1.125,1.1282051282051284,0.7934149184149184,0.9673179396092364,0.2510945002237956
q,2210,152,1.132904955621302,1.2692307692307694,1.125,1.1282051282051284,0.7934149184149184,0.9666311679091232,0.2584325366550021
q,2689,2372,1.1354012573964498,1.2692307692307694,1.125,1.1282051282051284,0.7951631701631701,0.9677304964539004,0.2576501422458225
q,2030,1323,1.135817307692308,1.2692307692307694,1.125,1.1282051282051284,0.7954545454545455,0.9639830508474576,0.2261518478393554
q,448,2786,1.1378975591715978,1.2692307692307694,1.125,1.1282051282051284,0.796911421911422,0.9664310954063604,0.2758528391520182
q,1850,1768,1.1399778106508878,1.2692307692307694,1.125,1.1282051282051284,0.7983682983682984,0.9678558813140232,0.2482365078396267
q,3487,1700,1.1399778106508878,1.2692307692307694,1.125,1.1282051282051284,0.7983682983682984,0.9617409617409616,0.2084968143039279
q,2511,531,1.1416420118343198,1.2692307692307694,1.125,1.1282051282051284,0.7995337995337995,0.961120840630473,0.1761877059936523
q,751,531,1.1424741124260356,1.2692307692307694,1.125,1.1282051282051284,0.80011655011655,0.9604756908009792,0.1770038180881076
q,2856,1734,1.1462185650887575,1.2692307692307694,1.125,1.1282051282051284,0.8027389277389276,0.948038540949759,0.3013170454237196
q,3440,1322,1.1487148668639056,1.2403846153846154,1.125,1.1025641025641026,0.8231961836613001,0.971157228279986,0.1805483712090386
q,1445,1046,1.1495469674556216,1.2692307692307694,1.153846153846154,1.1,0.7849431818181819,0.9763250883392226,0.2476984024047851
q,751,255,1.1512111686390534,1.2692307692307694,1.153846153846154,1.1,0.7860795454545454,0.9801629472192702,0.2567681842380099
q,889,2068,1.1520432692307694,1.2692307692307694,1.153846153846154,1.1,0.7866477272727272,0.9427987742594484,0.3466063817342122
q,262,2068,1.1524593195266273,1.2692307692307694,1.153846153846154,1.1,0.7869318181818181,0.9450699419993176,0.3382038752237956
q,1445,1322,1.1545395710059174,1.2692307692307694,1.125,1.1282051282051284,0.8085664335664337,0.9723195515066574,0.216147952609592
q,2855,2103,1.1599482248520712,1.2403846153846154,1.125,1.1025641025641026,0.8312462731067384,0.9613793103448276,0.217753537495931
q,3858,532,1.1624445266272192,1.2980769230769231,1.125,1.153846153846154,0.7960113960113961,0.9535836177474404,0.2940168380737304
q,3630,532,1.1624445266272192,1.2692307692307694,1.125,1.1282051282051284,0.8141025641025641,0.9598076262452766,0.2482772403293185
q,1293,532,1.164940828402367,1.2692307692307694,1.125,1.1282051282051284,0.8158508158508158,0.9712105445716268,0.1791578080919053
q,1538,2103,1.172429733727811,1.2692307692307694,1.125,1.1282051282051284,0.8210955710955711,0.9598092643051772,0.2531063715616862
q,282,1357,1.1753420857988168,1.2692307692307694,1.153846153846154,1.1,0.8025568181818182,0.9518194070080864,0.3480905320909288
s,38,2325,1.1761741863905326,1.0096153846153846,1.8173076923076923,0.5555555555555555,0.6410430839002268,0.7354318418314255,0.0150195558865865
s,38,862,1.1765902366863907,1.0096153846153846,1.8461538461538465,0.546875,0.6312500000000001,0.7292418772563177,0.0217244373427497
s,38,71,1.1770062869822486,1.0096153846153846,1.8461538461538465,0.546875,0.6314732142857143,0.7294997421351211,0.018012077278561
s,490,1275,1.1811667899408285,1.0096153846153846,1.8461538461538465,0.546875,0.6337053571428571,0.7324561403508771,0.0173900405565897
q,3130,532,1.1824149408284026,1.2692307692307694,1.125,1.1282051282051284,0.828088578088578,0.9594868332207968,0.2315496656629774
s,38,1653,1.1907359467455625,1.0096153846153846,1.8461538461538465,0.546875,0.6388392857142858,0.733094262295082,0.015037108792199
s,760,2739,1.202385355029586,1.0096153846153846,1.8173076923076923,0.5555555555555555,0.6553287981859411,0.7498702646600934,0.0165309720569186
s,1799,2021,1.2094582100591718,1.0096153846153846,1.8461538461538465,0.546875,0.6488839285714286,0.7461498973305954,0.0157913751072353
s,37,1305,1.3550758136094676,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6373776908023484,0.7296146953405017,0.0093512939082251
s,37,2769,1.3559079142011836,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6377690802348338,0.7300627240143369,0.0093917528788248
s,38,2050,1.3567400147928996,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6381604696673191,0.730510752688172,0.0086990005440182
s,37,514,1.3567400147928996,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6381604696673191,0.730510752688172,0.0083059966564178
s,132,2355,1.3954326923076923,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6563600782778867,0.7468269873079493,0.0066897730032602
s,132,2085,1.3958487426035504,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6565557729941293,0.7470496548652861,0.0061272044976552
s,132,548,1.3970968934911243,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6571428571428574,0.7477176575372968,0.008396797047721
s,132,1682,1.3975129437869824,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6573385518591,0.7479403250946337,0.0059743993812137
s,132,891,1.4016734467455625,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6592954990215265,0.7501670006680027,0.0097300443384382
s,132,100,1.4016734467455625,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6592954990215265,0.7501670006680027,0.0086859511004553
s,132,1339,1.4025055473372785,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6596868884540119,0.7506123357826765,0.0089281022548675
s,132,2803,1.4029215976331364,1.0096153846153846,2.105769230769231,0.4794520547945205,0.6598825831702546,0.7508350033400134,0.0098840011490715
q,2030,943,2.0669378698224854,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7774647887323943,0.8936859147328655,0.0160434153344896
q,3614,978,2.073178624260356,1.2980769230769231,2.076923076923077,0.625,0.7689814814814815,0.8883936530575861,0.022694018152025
q,2201,978,2.074010724852071,1.2980769230769231,2.076923076923077,0.625,0.76929012345679,0.891611518511894,0.02246482902103
q,1444,187,2.0744267751479293,1.2980769230769231,2.048076923076924,0.6338028169014084,0.780281690140845,0.8906752411575563,0.01944719420539
q,2648,187,2.0748428254437874,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7804381846635369,0.8894239343677547,0.0228141837649875
q,1061,2441,2.0777551775147933,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7815336463223788,0.8905135520684736,0.022152202659183
q,1294,152,2.0777551775147933,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7815336463223788,0.8897202921788706,0.0176351467768351
q,267,2786,2.081083579881657,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7827856025039123,0.8905109489051094,0.0243761698404947
q,540,1288,2.082331730769232,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7832550860719876,0.8984024412134267,0.0231491565704345
q,974,186,2.082747781065089,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7834115805946792,0.8979372197309418,0.0276644494798448
q,1695,978,2.083995931952663,1.2980769230769231,2.076923076923077,0.625,0.7729938271604938,0.901872524306806,0.0229688141081068
q,2909,187,2.083995931952663,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7838810641627543,0.9012234616768622,0.0250727123684353
q,1200,1768,2.086076183431953,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7846635367762128,0.8990496682804375,0.0258569187588161
q,3859,186,2.086908284023669,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7849765258215962,0.9015097052480228,0.0238039970397949
q,1849,2033,2.090236686390533,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7862284820031299,0.9010043041606888,0.0223822249306572
q,3916,978,2.0960613905325447,1.2980769230769231,2.076923076923077,0.625,0.7774691358024691,0.9020590868397494,0.0235900349087185
q,2505,1768,2.096477440828403,1.2980769230769231,2.048076923076924,0.6338028169014084,0.7885758998435055,0.902076620121733,0.025645014974806
q,2507,2718,2.1072947485207103,1.2980769230769231,2.076923076923077,0.625,0.7816358024691358,0.8982089022876396,0.0268397384219699
q,2149,2735,2.150147928994083,1.2692307692307694,2.076923076923077,0.6111111111111112,0.8156565656565656,0.9221984296930764,0.018025071091122
q,3200,2441,2.150563979289941,1.2692307692307694,2.105769230769231,0.6027397260273973,0.8046388542963886,0.921718972895863,0.0177716241942511
q,3631,153,2.150563979289941,1.2692307692307694,2.105769230769231,0.6027397260273973,0.8046388542963886,0.921718972895863,0.0177716281678941
q,889,1734,2.158052884615385,1.2692307692307694,2.1346153846153846,0.5945945945945946,0.7965294840294841,0.9201703033528472,0.0156433741251627
q,1539,1769,2.158468934911243,1.2692307692307694,2.1346153846153846,0.5945945945945946,0.7966830466830468,0.9216557114940488,0.018617304166158
q,3131,152,2.160549186390533,1.2692307692307694,2.1346153846153846,0.5945945945945946,0.79745085995086,0.9205814571884418,0.0171039091216193
q,1245,2458,2.163877588757397,1.2980769230769231,2.076923076923077,0.625,0.8026234567901235,0.9067294281729428,0.0228004429075453
q,283,978,2.1659578402366866,1.2692307692307694,2.1346153846153846,0.5945945945945946,0.7994471744471744,0.923377084072366,0.0161291639010111
q,1785,2736,2.1755269970414206,1.2692307692307694,2.105769230769231,0.6027397260273973,0.8139788293897884,0.9125654450261782,0.0189477894041273
q,2511,169,2.1784393491124265,1.2692307692307694,2.105769230769231,0.6027397260273973,0.8150684931506851,0.9072950961705076,0.0150958604282803
q,263,1734,2.1792714497041423,1.2980769230769231,2.1346153846153846,0.6081081081081081,0.7864864864864866,0.9183029453015428,0.0205873290697733
